Active ingredients,Dosage Form,Route,Strength,Brand name,Applicant Holder,Approval Date
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,PLIVA INC,"Jun 20, 1996"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,PUREPAC PHARMACEUTICAL CO,"Mar 20, 1995"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,ROXANE LABORATORIES INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,SANDOZ INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,SANDOZ INC,"Dec 5, 1994"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,TEVA PHARMACEUTICALS USA,"Jan 27, 1994"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,TEVA PHARMACEUTICALS USA INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,TEVA PHARMACEUTICALS USA INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,WATSON LABORATORIES INC,"Dec 21, 1993"
NAPROXEN SODIUM,TABLET,ORAL,EQ 500MG BASE,NAPROXEN SODIUM,WATSON LABORATORIES INC,"May 31, 1995"
NAPROXEN SODIUM; PSEUDOEPHEDRINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,220MG; 120MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ALEVE-D SINUS & COLD,BAYER HEALTHCARE LLC,"Nov 29, 1999"
NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE,TABLET,ORAL,60MG; EQ 10MG BASE,TREXIMET,CURRAX PHARMACEUTICALS LLC,"May 14, 2015"
CELECOXIB,CAPSULE,ORAL,50MG,CELEBREX,UPJOHN US 2 LLC,"Dec 15, 2006"
CELECOXIB,CAPSULE,ORAL,100MG,CELEBREX,UPJOHN US 2 LLC,"Dec 31, 1998"
CELECOXIB,CAPSULE,ORAL,200MG,CELEBREX,UPJOHN US 2 LLC,"Dec 31, 1998"
CELECOXIB,CAPSULE,ORAL,400MG,CELEBREX,UPJOHN US 2 LLC,"Aug 29, 2002"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,ALEMBIC PHARMACEUTICALS LTD,"Aug 21, 2015"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,APOTEX INC,"Jun 2, 2015"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,AUROBINDO PHARMA LTD,"Feb 1, 2016"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,CADILA PHARMACEUTICALS LTD,"Nov 14, 2019"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,CIPLA LTD,"Sep 23, 2015"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,CSPC OUYI PHARMACEUTICAL CO LTD,"Jan 23, 2018"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,LUPIN LTD,"Oct 29, 2014"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,MACLEODS PHARMACEUTICALS LTD,"Mar 16, 2016"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,MICRO LABS LTD,"Apr 30, 2018"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,"Aug 7, 2019"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,SCIEGEN PHARMACEUTICALS INC,"Dec 3, 2020"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,TEVA PHARMACEUTICALS USA INC,"May 30, 2014"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,TIANJIN TIANYAO PHARMACEUTICALS CO LTD,"Feb 25, 2020"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,TORRENT PHARMACEUTICALS LTD,"Dec 23, 2015"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,UMEDICA LABORATORIES PRIVATE LTD,"Nov 27, 2019"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,WATSON LABORATORIES INC,"Feb 11, 2015"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,YILING PHARMACEUTICAL LTD,"Mar 6, 2020"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,ALEMBIC PHARMACEUTICALS LTD,"Aug 21, 2015"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,APOTEX INC,"Jun 2, 2015"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,AUROBINDO PHARMA LTD,"Feb 1, 2016"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,CADILA PHARMACEUTICALS LTD,"Nov 14, 2019"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,CIPLA LTD,"Sep 23, 2015"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,CSPC OUYI PHARMACEUTICAL CO LTD,"Jan 23, 2018"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,LUPIN LTD,"Jun 9, 2015"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,MACLEODS PHARMACEUTICALS LTD,"Mar 16, 2016"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,MICRO LABS LTD,"Apr 30, 2018"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,"Aug 7, 2019"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,SCIEGEN PHARMACEUTICALS INC,"Dec 3, 2020"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,TEVA PHARMACEUTICALS USA INC,"May 30, 2014"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,TIANJIN TIANYAO PHARMACEUTICALS CO LTD,"Feb 25, 2020"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,TORRENT PHARMACEUTICALS LTD,"Dec 23, 2015"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,UMEDICA LABORATORIES PRIVATE LTD,"Nov 27, 2019"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,WATSON LABORATORIES INC,"Feb 11, 2015"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,YILING PHARMACEUTICAL LTD,"Mar 6, 2020"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,ALEMBIC PHARMACEUTICALS LTD,"Aug 21, 2015"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,APOTEX INC,"Jun 2, 2015"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,AUROBINDO PHARMA LTD,"Feb 1, 2016"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,CADILA PHARMACEUTICALS LTD,"Nov 14, 2019"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,CIPLA LTD,"Sep 23, 2015"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,CSPC OUYI PHARMACEUTICAL CO LTD,"Jan 23, 2018"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,LUPIN LTD,"Jun 9, 2015"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,MACLEODS PHARMACEUTICALS LTD,"Mar 16, 2016"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,MICRO LABS LTD,"Apr 30, 2018"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,NANJING SIMCERE DONGYUAN PHARMACEUTICAL CO LTD,"May 13, 2020"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,"Aug 7, 2019"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,SCIEGEN PHARMACEUTICALS INC,"Dec 3, 2020"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,TEVA PHARMACEUTICALS USA INC,"May 30, 2014"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,TIANJIN TIANYAO PHARMACEUTICALS CO LTD,"Feb 25, 2020"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,TORRENT PHARMACEUTICALS LTD,"Dec 23, 2015"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,UMEDICA LABORATORIES PRIVATE LTD,"Nov 27, 2019"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,WATSON LABORATORIES INC,"Feb 11, 2015"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,YILING PHARMACEUTICAL LTD,"Mar 6, 2020"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,ALEMBIC PHARMACEUTICALS LTD,"Aug 21, 2015"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,AUROBINDO PHARMA LTD,"Feb 1, 2016"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,CADILA PHARMACEUTICALS LTD,"Nov 14, 2019"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,CIPLA LTD,"Sep 23, 2015"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,LUPIN LTD,"Jun 9, 2015"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,MACLEODS PHARMACEUTICALS LTD,"Mar 16, 2016"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,MICRO LABS LTD,"Apr 30, 2018"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,"Aug 7, 2019"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,SCIEGEN PHARMACEUTICALS INC,"Dec 3, 2020"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,TEVA PHARMACEUTICALS USA INC,"May 30, 2014"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,TIANJIN TIANYAO PHARMACEUTICALS CO LTD,"Feb 25, 2020"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,TORRENT PHARMACEUTICALS LTD,"Dec 23, 2015"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,UMEDICA LABORATORIES PRIVATE LTD,"Nov 27, 2019"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,WATSON LABORATORIES INC,"Feb 11, 2015"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,YILING PHARMACEUTICAL LTD,"Mar 6, 2020"
CELECOXIB,SOLUTION,ORAL,25MG/ML,ELYXYB,SCILEX PHARMACEUTICALS INC,"May 5, 2020"
CELECOXIB,SUSPENSION,ORAL,10MG/ML,VYSCOXA,CARWIN PHARMACEUTICAL ASSOCIATES LLC,"Jul 29, 2025"
AMLODIPINE BESYLATE; CELECOXIB,TABLET,ORAL,EQ 2.5MG BASE; 200MG,CONSENSI,PURPLE BIOTECH LTD,"May 31, 2018"
AMLODIPINE BESYLATE; CELECOXIB,TABLET,ORAL,EQ 5MG BASE; 200MG,CONSENSI,PURPLE BIOTECH LTD,"May 31, 2018"
AMLODIPINE BESYLATE; CELECOXIB,TABLET,ORAL,EQ 10MG BASE; 200MG,CONSENSI,PURPLE BIOTECH LTD,"May 31, 2018"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,"May 31, 2018"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,JUBILANT GENERICS LTD,"Apr 4, 2017"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,PHARMOBEDIENT CONSULTING LLC,"May 30, 2014"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,UNICHEM LABORATORIES LTD,"Jan 12, 2021"
CELECOXIB,CAPSULE,ORAL,50MG,CELECOXIB,ZYDUS PHARMACEUTICALS USA INC,"Jul 14, 2025"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,"May 31, 2018"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,JUBILANT GENERICS LTD,"Apr 4, 2017"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,PHARMOBEDIENT CONSULTING LLC,"Feb 11, 2015"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,STRIDES PHARMA GLOBAL PTE LTD,"Apr 29, 2025"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,UNICHEM LABORATORIES LTD,"Jan 12, 2021"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,YABAO PHARMACEUTICAL CO LTD BEIJING,"Apr 10, 2023"
CELECOXIB,CAPSULE,ORAL,100MG,CELECOXIB,ZYDUS PHARMACEUTICALS USA INC,"Jul 14, 2025"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,"May 31, 2018"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,JUBILANT GENERICS LTD,"Apr 4, 2017"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,PANGEA PHARMACEUTICALS LLC,"Dec 9, 2020"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,PHARMOBEDIENT CONSULTING LLC,"Feb 11, 2015"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,STRIDES PHARMA GLOBAL PTE LTD,"Apr 29, 2025"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,UNICHEM LABORATORIES LTD,"Jan 12, 2021"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,YABAO PHARMACEUTICAL CO LTD BEIJING,"Apr 10, 2023"
CELECOXIB,CAPSULE,ORAL,200MG,CELECOXIB,ZYDUS PHARMACEUTICALS USA INC,"Jul 14, 2025"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,"May 31, 2018"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,JUBILANT GENERICS LTD,"Apr 4, 2017"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,PANGEA PHARMACEUTICALS LLC,"Dec 9, 2020"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,PHARMOBEDIENT CONSULTING LLC,"Feb 11, 2015"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,STRIDES PHARMA GLOBAL PTE LTD,"Apr 29, 2025"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,UNICHEM LABORATORIES LTD,"Jan 12, 2021"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,YABAO PHARMACEUTICAL CO LTD BEIJING,"Apr 10, 2023"
CELECOXIB,CAPSULE,ORAL,400MG,CELECOXIB,ZYDUS PHARMACEUTICALS USA INC,"Jul 14, 2025"
CELECOXIB; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,56MG; 44MG,SEGLENTIS,KOWA PHARMACEUTICALS AMERICA INC,"Oct 15, 2021"
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,325MG; 37.5MG,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,ALKEM LABORATORIES LTD,"Mar 30, 2012"
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,325MG; 37.5MG,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,AMNEAL PHARMACEUTICALS,"Dec 9, 2009"
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,325MG; 37.5MG,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,AUROBINDO PHARMA LTD,"Mar 22, 2017"
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,325MG; 37.5MG,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,MICRO LABS LTD INDIA,"Dec 14, 2012"
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,325MG; 37.5MG,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,RISING PHARMA HOLDING INC,"Sep 26, 2008"
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,325MG; 37.5MG,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,ZYDUS PHARMACEUTICALS USA INC,"Sep 6, 2012"
TRAMADOL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,100MG,CONZIP,CIPHER PHARMACEUTICALS INC,"May 7, 2010"
TRAMADOL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,200MG,CONZIP,CIPHER PHARMACEUTICALS INC,"May 7, 2010"
TRAMADOL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,300MG,CONZIP,CIPHER PHARMACEUTICALS INC,"May 7, 2010"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,25MG,TRAMADOL HYDROCHLORIDE,RUBICON RESEARCH LTD,"Nov 27, 2023"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,"Jun 20, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,AUROBINDO PHARMA LTD,"Mar 31, 2014"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,CSPC OUYI PHARMACEUTICAL CO LTD,"Mar 29, 2013"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,GRAVITI PHARMACEUTICALS PRIVATE LTD,"Jun 25, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,RUBICON RESEARCH LTD,"Jun 28, 2019"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,SENORES PHARMACEUTICALS INC,"Jan 31, 2011"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,STRIDES PHARMA GLOBAL PTE LTD,"Nov 28, 2011"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,SUN PHARMACEUTICAL INDUSTRIES INC,"Jun 19, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,TEVA PHARMACEUTICALS USA INC,"Jun 19, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,UNICHEM LABORATORIES LTD,"Aug 9, 2019"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,75MG,TRAMADOL HYDROCHLORIDE,RUBICON RESEARCH LTD,"Apr 4, 2024"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,100MG,TRAMADOL HYDROCHLORIDE,GRAVITI PHARMACEUTICALS PRIVATE LTD,"Aug 2, 2024"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,100MG,TRAMADOL HYDROCHLORIDE,RUBICON RESEARCH LTD,"Jun 28, 2019"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,100MG,TRAMADOL HYDROCHLORIDE,LUPIN LTD,"Aug 29, 2011"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,100MG,TRAMADOL HYDROCHLORIDE,MACLEODS PHARMACEUTICALS LTD,"Jan 31, 2025"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,200MG,TRAMADOL HYDROCHLORIDE,LUPIN LTD,"Aug 29, 2011"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,200MG,TRAMADOL HYDROCHLORIDE,MACLEODS PHARMACEUTICALS LTD,"Jan 31, 2025"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,300MG,TRAMADOL HYDROCHLORIDE,LUPIN LTD,"Aug 29, 2011"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,300MG,TRAMADOL HYDROCHLORIDE,MACLEODS PHARMACEUTICALS LTD,"Jan 31, 2025"
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,325MG; 37.5MG,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,CHARTWELL RX SCIENCES LLC,"Apr 21, 2005"
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,325MG; 37.5MG,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,GRAVITI PHARMACEUTICALS PRIVATE LTD,"Jul 26, 2006"
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,325MG; 37.5MG,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,MACLEODS PHARMACEUTICALS LTD,"May 2, 2017"
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,325MG; 37.5MG,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,MPP PHARMA LLC,"Apr 7, 2014"
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,325MG; 37.5MG,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,SUN PHARMACEUTICAL INDUSTRIES INC,"Dec 16, 2005"
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,325MG; 37.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ULTRACET,JANSSEN PHARMACEUTICALS INC,"Aug 15, 2001"
CELECOXIB; TRAMADOL HYDROCHLORIDE,TABLET,ORAL,56MG; 44MG,SEGLENTIS,KOWA PHARMACEUTICALS AMERICA INC,"Oct 15, 2021"
TRAMADOL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,150MG,CONZIP,CIPHER PHARMACEUTICALS INC,"Aug 1, 2011"
TRAMADOL HYDROCHLORIDE,SOLUTION,ORAL,5MG/ML,QDOLO,ATHENA BIOSCIENCE LLC,"Sep 1, 2020"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,ACCORD HEALTHCARE INC,"May 16, 2013"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,ACTAVIS ELIZABETH LLC,"Jun 19, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,APOTEX INC,"Jul 10, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,ASTA MEDICA INC,"Jul 12, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,IPCA LABORATORIES LTD,"Nov 16, 2012"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,"Jul 3, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,MACLEODS PHARMACEUTICALS LTD,"Sep 25, 2015"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,MYLAN PHARMACEUTICALS INC,"Nov 21, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,MYLAN PHARMACEUTICALS INC,"Jun 21, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,NORTHSTAR HEALTHCARE HOLDINGS LTD,"May 26, 2010"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,PLIVA INC,"Jul 1, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,PURACAP LABORATORIES LLC DBA BLU PHARMACEUTICALS,"Jul 2, 2019"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,SPECGX LLC,"Jun 25, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,SUN PHARMACEUTICAL INDUSTRIES INC,"Jun 20, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG,TRAMADOL HYDROCHLORIDE,WATSON LABORATORIES,"Jun 24, 2002"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ULTRAM,JANSSEN PHARMACEUTICALS INC,"Mar 3, 1995"
TRAMADOL HYDROCHLORIDE,TABLET,ORAL,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ULTRAM,JANSSEN PHARMACEUTICALS INC,"Mar 3, 1995"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,RYZOLT,PURDUE PHARMA PRODUCTS LP,"Dec 30, 2008"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,RYZOLT,PURDUE PHARMA PRODUCTS LP,"Dec 30, 2008"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,300MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,RYZOLT,PURDUE PHARMA PRODUCTS LP,"Dec 30, 2008"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,100MG,TRAMADOL HYDROCHLORIDE,ACTAVIS ELIZABETH LLC,"Jun 27, 2012"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,100MG,TRAMADOL HYDROCHLORIDE,AUROBINDO PHARMA LTD,"Oct 20, 2015"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,100MG,TRAMADOL HYDROCHLORIDE,MYLAN PHARMACEUTICALS INC,"Dec 22, 2015"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,100MG,TRAMADOL HYDROCHLORIDE,PH HEALTH LTD,"Jun 27, 2012"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,100MG,TRAMADOL HYDROCHLORIDE,STRIDES PHARMA INTERNATIONAL AG,"Nov 13, 2009"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,100MG,TRAMADOL HYDROCHLORIDE,SUN PHARMACEUTICAL INDUSTRIES LTD,"Dec 30, 2011"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,100MG,TRAMADOL HYDROCHLORIDE,SUN PHARMACEUTICAL INDUSTRIES LTD,"Dec 7, 2011"
TRAMADOL HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,200MG,TRAMADOL HYDROCHLORIDE,ACTAVIS ELIZABETH LLC,"Jun 27, 2012"
